"Var1"	"Var2"	"value"
"1"	"Beta_sum"	"Alpha_sum"	0.571428571428571
"2"	"Delta_sum"	"Alpha_sum"	-0.283516483516484
"3"	"Gamma_sum"	"Alpha_sum"	0.4
"4"	"Undefined_sum"	"Alpha_sum"	0.579279061653149
"5"	"Alpha_avg"	"Alpha_sum"	1
"6"	"Beta_avg"	"Alpha_sum"	0.571428571428571
"7"	"Delta_avg"	"Alpha_sum"	-0.283516483516484
"8"	"Gamma_avg"	"Alpha_sum"	0.4
"9"	"Undefined_avg"	"Alpha_sum"	0.579279061653149
"10"	"Bacteroidetes"	"Alpha_sum"	0.125
"11"	"Firmicutes"	"Alpha_sum"	-0.110714285714286
"12"	"Proteobacteria"	"Alpha_sum"	0.35
"13"	"Coriobacteriia"	"Alpha_sum"	0.00714285714285714
"14"	"Bacteroidia"	"Alpha_sum"	0.125
"15"	"Bacilli"	"Alpha_sum"	-0.1
"16"	"Clostridia"	"Alpha_sum"	-0.0821428571428571
"17"	"Erysipelotrichi"	"Alpha_sum"	-0.396428571428571
"18"	"Coriobacteriales"	"Alpha_sum"	0.00714285714285714
"19"	"Bacteroidales"	"Alpha_sum"	0.125
"20"	"Clostridiales"	"Alpha_sum"	-0.0821428571428571
"21"	"Erysipelotrichales"	"Alpha_sum"	-0.396428571428571
"22"	"Coriobacteriaceae"	"Alpha_sum"	0.00714285714285714
"23"	"Erysipelotrichaceae"	"Alpha_sum"	-0.396428571428571
"24"	"Collinsella"	"Alpha_sum"	0.00714285714285714
"25"	"Porphyromonas"	"Alpha_sum"	0.0229174624257053
"26"	"Coprococcus"	"Alpha_sum"	-0.3
"27"	"Faecalibacterium"	"Alpha_sum"	-0.167857142857143
"28"	"Phascolarctobacterium"	"Alpha_sum"	-0.564285714285714
"29"	"Catenibacterium"	"Alpha_sum"	-0.232425490519989
"30"	"Bifidobacterium.adolescentis"	"Alpha_sum"	0.242857142857143
"31"	"Collinsella.aerofaciens"	"Alpha_sum"	0.00714285714285714
"32"	"Parabacteroides.distasonis"	"Alpha_sum"	0.0785714285714286
"33"	"Porphyromonas.sp."	"Alpha_sum"	0.0229174624257053
"34"	"Faecalibacterium.prausnitzii"	"Alpha_sum"	-0.167857142857143
"35"	"Phascolarctobacterium.sp."	"Alpha_sum"	-0.564285714285714
"36"	"Catenibacterium.sp."	"Alpha_sum"	-0.232425490519989
"37"	"Alpha_sum"	"Beta_sum"	0.571428571428571
"38"	"Delta_sum"	"Beta_sum"	0.284521318976946
"39"	"Gamma_sum"	"Beta_sum"	0.5
"40"	"Undefined_sum"	"Beta_sum"	0.9
"41"	"Alpha_avg"	"Beta_sum"	0.571428571428571
"42"	"Beta_avg"	"Beta_sum"	1
"43"	"Delta_avg"	"Beta_sum"	0.284521318976946
"44"	"Gamma_avg"	"Beta_sum"	0.5
"45"	"Undefined_avg"	"Beta_sum"	0.9
"46"	"Bacteroidetes"	"Beta_sum"	-0.736408119705036
"47"	"Firmicutes"	"Beta_sum"	0.711303297442365
"48"	"Proteobacteria"	"Beta_sum"	0.811722586493051
"49"	"Coriobacteriia"	"Beta_sum"	0.133892385400916
"50"	"Bacteroidia"	"Beta_sum"	-0.736408119705036
"51"	"Bacilli"	"Beta_sum"	-0.276153044889389
"52"	"Clostridia"	"Beta_sum"	0.711303297442365
"53"	"Erysipelotrichi"	"Beta_sum"	-0.133892385400916
"54"	"Coriobacteriales"	"Beta_sum"	0.133892385400916
"55"	"Bacteroidales"	"Beta_sum"	-0.736408119705036
"56"	"Clostridiales"	"Beta_sum"	0.711303297442365
"57"	"Erysipelotrichales"	"Beta_sum"	-0.133892385400916
"58"	"Coriobacteriaceae"	"Beta_sum"	0.133892385400916
"59"	"Erysipelotrichaceae"	"Beta_sum"	-0.133892385400916
"60"	"Collinsella"	"Beta_sum"	0.133892385400916
"61"	"Porphyromonas"	"Beta_sum"	0.696690857741441
"62"	"Coprococcus"	"Beta_sum"	0.209206852188931
"63"	"Faecalibacterium"	"Beta_sum"	0.493728171165877
"64"	"Phascolarctobacterium"	"Beta_sum"	-0.594147460216563
"65"	"Catenibacterium"	"Beta_sum"	0.253470939534878
"66"	"Bifidobacterium.adolescentis"	"Beta_sum"	0.468623348903205
"67"	"Collinsella.aerofaciens"	"Beta_sum"	0.133892385400916
"68"	"Parabacteroides.distasonis"	"Beta_sum"	0.661093652917021
"69"	"Porphyromonas.sp."	"Beta_sum"	0.696690857741441
"70"	"Faecalibacterium.prausnitzii"	"Beta_sum"	0.493728171165877
"71"	"Phascolarctobacterium.sp."	"Beta_sum"	-0.594147460216563
"72"	"Catenibacterium.sp."	"Beta_sum"	0.253470939534878
"73"	"Alpha_sum"	"Delta_sum"	-0.283516483516484
"74"	"Beta_sum"	"Delta_sum"	0.284521318976946
"75"	"Gamma_sum"	"Delta_sum"	0.9
"76"	"Undefined_sum"	"Delta_sum"	-0.0121953486663821
"77"	"Alpha_avg"	"Delta_sum"	-0.283516483516484
"78"	"Beta_avg"	"Delta_sum"	0.284521318976946
"79"	"Delta_avg"	"Delta_sum"	1
"80"	"Gamma_avg"	"Delta_sum"	0.9
"81"	"Undefined_avg"	"Delta_sum"	-0.0121953486663821
"82"	"Bacteroidetes"	"Delta_sum"	-0.115789473684211
"83"	"Firmicutes"	"Delta_sum"	0.190977443609023
"84"	"Proteobacteria"	"Delta_sum"	-0.153383458646617
