"Var1"	"Var2"	"value"
"1"	"Beta_sum"	"Alpha_sum"	0.571428571428571
"2"	"Delta_sum"	"Alpha_sum"	-0.283516483516484
"3"	"Gamma_sum"	"Alpha_sum"	0.4
"4"	"Undefined_sum"	"Alpha_sum"	0.579279061653149
"5"	"Alpha_avg"	"Alpha_sum"	1
"6"	"Beta_avg"	"Alpha_sum"	0.571428571428571
"7"	"Delta_avg"	"Alpha_sum"	-0.283516483516484
"8"	"Gamma_avg"	"Alpha_sum"	0.4
"9"	"Undefined_avg"	"Alpha_sum"	0.579279061653149
"10"	"Bacteroidetes"	"Alpha_sum"	0.125
"11"	"Firmicutes"	"Alpha_sum"	-0.110714285714286
"12"	"Proteobacteria"	"Alpha_sum"	0.308245707575041
"13"	"Coriobacteriia"	"Alpha_sum"	-0.0528053124816669
"14"	"Bacteroidia"	"Alpha_sum"	0.125
"15"	"Bacilli"	"Alpha_sum"	-0.1
"16"	"Clostridia"	"Alpha_sum"	-0.0821428571428571
"17"	"Erysipelotrichi"	"Alpha_sum"	-0.391771646551246
"18"	"Coriobacteriales"	"Alpha_sum"	-0.0528053124816669
"19"	"Bacteroidales"	"Alpha_sum"	0.125
"20"	"Clostridiales"	"Alpha_sum"	-0.0821428571428571
"21"	"Erysipelotrichales"	"Alpha_sum"	-0.391771646551246
"22"	"Coriobacteriaceae"	"Alpha_sum"	-0.0528053124816669
"23"	"Erysipelotrichaceae"	"Alpha_sum"	-0.391771646551246
"24"	"Collinsella"	"Alpha_sum"	-0.0528053124816669
"25"	"Porphyromonas"	"Alpha_sum"	0.4
"26"	"Coprococcus"	"Alpha_sum"	-0.32915973956817
"27"	"Faecalibacterium"	"Alpha_sum"	-0.173369148763291
"28"	"Phascolarctobacterium"	"Alpha_sum"	-0.564285714285714
"29"	"Catenibacterium"	"Alpha_sum"	-0.252262489554756
"30"	"Bifidobacterium.adolescentis"	"Alpha_sum"	0.279120879120879
"31"	"Collinsella.aerofaciens"	"Alpha_sum"	-0.0528053124816669
"32"	"Parabacteroides.distasonis"	"Alpha_sum"	0.0785714285714286
"33"	"Porphyromonas.sp."	"Alpha_sum"	0.4
"34"	"Faecalibacterium.prausnitzii"	"Alpha_sum"	-0.173369148763291
"35"	"Phascolarctobacterium.sp."	"Alpha_sum"	-0.564285714285714
"36"	"Catenibacterium.sp."	"Alpha_sum"	-0.252262489554756
"37"	"Alpha_sum"	"Beta_sum"	0.571428571428571
"38"	"Delta_sum"	"Beta_sum"	0.284521318976946
"39"	"Gamma_sum"	"Beta_sum"	0.5
"40"	"Undefined_sum"	"Beta_sum"	0.9
"41"	"Alpha_avg"	"Beta_sum"	0.571428571428571
"42"	"Beta_avg"	"Beta_sum"	1
"43"	"Delta_avg"	"Beta_sum"	0.284521318976946
"44"	"Gamma_avg"	"Beta_sum"	0.5
"45"	"Undefined_avg"	"Beta_sum"	0.9
"46"	"Bacteroidetes"	"Beta_sum"	-0.736408119705036
"47"	"Firmicutes"	"Beta_sum"	0.711303297442365
"48"	"Proteobacteria"	"Beta_sum"	0.80672268907563
"49"	"Coriobacteriia"	"Beta_sum"	-0.19047619047619
"50"	"Bacteroidia"	"Beta_sum"	-0.736408119705036
"51"	"Bacilli"	"Beta_sum"	-0.276153044889389
"52"	"Clostridia"	"Beta_sum"	0.711303297442365
"53"	"Erysipelotrichi"	"Beta_sum"	-0.133892385400916
"54"	"Coriobacteriales"	"Beta_sum"	-0.19047619047619
"55"	"Bacteroidales"	"Beta_sum"	-0.736408119705036
"56"	"Clostridiales"	"Beta_sum"	0.711303297442365
"57"	"Erysipelotrichales"	"Beta_sum"	-0.133892385400916
"58"	"Coriobacteriaceae"	"Beta_sum"	-0.19047619047619
"59"	"Erysipelotrichaceae"	"Beta_sum"	-0.133892385400916
"60"	"Collinsella"	"Beta_sum"	-0.19047619047619
"61"	"Porphyromonas"	"Beta_sum"	0.8
"62"	"Coprococcus"	"Beta_sum"	0.235294117647059
"63"	"Faecalibacterium"	"Beta_sum"	0.493728171165877
"64"	"Phascolarctobacterium"	"Beta_sum"	-0.594147460216563
"65"	"Catenibacterium"	"Beta_sum"	-0.8
"66"	"Bifidobacterium.adolescentis"	"Beta_sum"	0.503003030003569
"67"	"Collinsella.aerofaciens"	"Beta_sum"	-0.19047619047619
"68"	"Parabacteroides.distasonis"	"Beta_sum"	0.661093652917021
"69"	"Porphyromonas.sp."	"Beta_sum"	0.8
"70"	"Faecalibacterium.prausnitzii"	"Beta_sum"	0.493728171165877
"71"	"Phascolarctobacterium.sp."	"Beta_sum"	-0.594147460216563
"72"	"Catenibacterium.sp."	"Beta_sum"	-0.8
"73"	"Alpha_sum"	"Delta_sum"	-0.283516483516484
"74"	"Beta_sum"	"Delta_sum"	0.284521318976946
"75"	"Gamma_sum"	"Delta_sum"	0.9
"76"	"Undefined_sum"	"Delta_sum"	-0.0121953486663821
"77"	"Alpha_avg"	"Delta_sum"	-0.283516483516484
"78"	"Beta_avg"	"Delta_sum"	0.284521318976946
"79"	"Delta_avg"	"Delta_sum"	1
"80"	"Gamma_avg"	"Delta_sum"	0.9
"81"	"Undefined_avg"	"Delta_sum"	-0.0121953486663821
"82"	"Bacteroidetes"	"Delta_sum"	-0.124106815846981
"83"	"Firmicutes"	"Delta_sum"	0.190977443609023
"84"	"Proteobacteria"	"Delta_sum"	-0.152223448535627
