"Var1"	"Var2"	"value"
"1"	"Alpha_3_avg"	"Alpha_1_avg"	1
"2"	"Beta_6_avg"	"Alpha_1_avg"	1
"3"	"Delta_10_avg"	"Alpha_1_avg"	-0.5
"4"	"Delta_7_avg"	"Alpha_1_avg"	0.8
"5"	"Delta_8_avg"	"Alpha_1_avg"	1
"6"	"Gamma_2_avg"	"Alpha_1_avg"	1
"7"	"Undefined_avg"	"Alpha_1_avg"	0.8
"8"	"Bacteroidetes"	"Alpha_1_avg"	0.5
"9"	"Firmicutes"	"Alpha_1_avg"	-0.5
"10"	"Proteobacteria"	"Alpha_1_avg"	0.6
"11"	"Coriobacteriia"	"Alpha_1_avg"	0.1
"12"	"Bacteroidia"	"Alpha_1_avg"	0.5
"13"	"Bacilli"	"Alpha_1_avg"	-0.6
"14"	"Clostridia"	"Alpha_1_avg"	-0.5
"15"	"Erysipelotrichi"	"Alpha_1_avg"	-0.6
"16"	"Coriobacteriales"	"Alpha_1_avg"	0.1
"17"	"Bacteroidales"	"Alpha_1_avg"	0.5
"18"	"Clostridiales"	"Alpha_1_avg"	-0.5
"19"	"Erysipelotrichales"	"Alpha_1_avg"	-0.6
"20"	"Coriobacteriaceae"	"Alpha_1_avg"	0.1
"21"	"Erysipelotrichaceae"	"Alpha_1_avg"	-0.6
"22"	"Collinsella"	"Alpha_1_avg"	0.1
"23"	"Porphyromonas"	"Alpha_1_avg"	1
"24"	"Coprococcus"	"Alpha_1_avg"	-0.8
"25"	"Faecalibacterium"	"Alpha_1_avg"	-0.615587011251092
"26"	"Phascolarctobacterium"	"Alpha_1_avg"	-0.1
"27"	"Catenibacterium"	"Alpha_1_avg"	-1
"28"	"Bifidobacterium.adolescentis"	"Alpha_1_avg"	-0.5
"29"	"Collinsella.aerofaciens"	"Alpha_1_avg"	0.1
"30"	"Parabacteroides.distasonis"	"Alpha_1_avg"	-0.2
"31"	"Porphyromonas.sp."	"Alpha_1_avg"	1
"32"	"Faecalibacterium.prausnitzii"	"Alpha_1_avg"	-0.615587011251092
"33"	"Phascolarctobacterium.sp."	"Alpha_1_avg"	-0.1
"34"	"Catenibacterium.sp."	"Alpha_1_avg"	-1
"35"	"Alpha_1_avg"	"Alpha_3_avg"	1
"36"	"Alpha_4_avg"	"Alpha_3_avg"	-1
"37"	"Beta_6_avg"	"Alpha_3_avg"	1
"38"	"Delta_10_avg"	"Alpha_3_avg"	-0.5
"39"	"Delta_7_avg"	"Alpha_3_avg"	0.542857142857143
"40"	"Gamma_2_avg"	"Alpha_3_avg"	1
"41"	"Undefined_avg"	"Alpha_3_avg"	0.5
"42"	"Bacteroidetes"	"Alpha_3_avg"	-0.464285714285714
"43"	"Firmicutes"	"Alpha_3_avg"	0.214285714285714
"44"	"Proteobacteria"	"Alpha_3_avg"	0.571428571428571
"45"	"Coriobacteriia"	"Alpha_3_avg"	-0.376851173174092
"46"	"Bacteroidia"	"Alpha_3_avg"	-0.464285714285714
"47"	"Bacilli"	"Alpha_3_avg"	-0.0714285714285714
"48"	"Clostridia"	"Alpha_3_avg"	0.214285714285714
"49"	"Erysipelotrichi"	"Alpha_3_avg"	-0.464285714285714
"50"	"Coriobacteriales"	"Alpha_3_avg"	-0.376851173174092
"51"	"Bacteroidales"	"Alpha_3_avg"	-0.464285714285714
"52"	"Clostridiales"	"Alpha_3_avg"	0.214285714285714
"53"	"Erysipelotrichales"	"Alpha_3_avg"	-0.464285714285714
"54"	"Coriobacteriaceae"	"Alpha_3_avg"	-0.376851173174092
"55"	"Erysipelotrichaceae"	"Alpha_3_avg"	-0.464285714285714
"56"	"Collinsella"	"Alpha_3_avg"	-0.376851173174092
"57"	"Porphyromonas"	"Alpha_3_avg"	1
"58"	"Coprococcus"	"Alpha_3_avg"	-0.0714285714285714
"59"	"Faecalibacterium"	"Alpha_3_avg"	0.285714285714286
"60"	"Phascolarctobacterium"	"Alpha_3_avg"	-0.642857142857143
"61"	"Catenibacterium"	"Alpha_3_avg"	1
"62"	"Bifidobacterium.adolescentis"	"Alpha_3_avg"	0.571428571428571
"63"	"Collinsella.aerofaciens"	"Alpha_3_avg"	-0.376851173174092
"64"	"Parabacteroides.distasonis"	"Alpha_3_avg"	-0.0714285714285714
"65"	"Porphyromonas.sp."	"Alpha_3_avg"	1
"66"	"Faecalibacterium.prausnitzii"	"Alpha_3_avg"	0.285714285714286
"67"	"Phascolarctobacterium.sp."	"Alpha_3_avg"	-0.642857142857143
"68"	"Catenibacterium.sp."	"Alpha_3_avg"	1
"69"	"Alpha_3_avg"	"Alpha_4_avg"	-1
"70"	"Alpha_9_avg"	"Alpha_4_avg"	-1
"71"	"Beta_6_avg"	"Alpha_4_avg"	-0.5
"72"	"Delta_10_avg"	"Alpha_4_avg"	1
"73"	"Delta_7_avg"	"Alpha_4_avg"	-0.392857142857143
"74"	"Gamma_2_avg"	"Alpha_4_avg"	-1
"75"	"Undefined_avg"	"Alpha_4_avg"	-0.6
"76"	"Bacteroidetes"	"Alpha_4_avg"	0.571428571428571
"77"	"Firmicutes"	"Alpha_4_avg"	-0.285714285714286
"78"	"Proteobacteria"	"Alpha_4_avg"	-0.607142857142857
"79"	"Coriobacteriia"	"Alpha_4_avg"	0.142857142857143
"80"	"Bacteroidia"	"Alpha_4_avg"	0.571428571428571
"81"	"Bacilli"	"Alpha_4_avg"	-0.214285714285714
"82"	"Clostridia"	"Alpha_4_avg"	-0.107142857142857
"83"	"Erysipelotrichi"	"Alpha_4_avg"	-0.607142857142857
"84"	"Coriobacteriales"	"Alpha_4_avg"	0.142857142857143
"85"	"Bacteroidales"	"Alpha_4_avg"	0.571428571428571
"86"	"Clostridiales"	"Alpha_4_avg"	-0.107142857142857
"87"	"Erysipelotrichales"	"Alpha_4_avg"	-0.607142857142857
"88"	"Coriobacteriaceae"	"Alpha_4_avg"	0.142857142857143
